"id","expression_code","category_code","expression_content","property_code","parent_expression_code","expression_level","serial_number","create_user","create_time","modify_user","modify_time","del_stat","version_no"
"2595","10a6540300203004","1095540300000000","结束时间","10a5540300200007","10a5540300200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2596","10a6540300202008","1095540300000000","开始时间","10a5540300200007","10a5540300200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2597","10a654030020100c","1095540300000000","发生时间","10a5540300200007","10a5540300200007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-22 23:42:07","0","0"
"2602","10a6540400203007","1095540400000003","结束时间","10a554040020000a","10a554040020000a","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2603","10a654040020200b","1095540400000003","开始时间","10a554040020000a","10a554040020000a","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2604","10a6540400201002","1095540400000003","发生时间","10a554040020000a","10a554040020000a","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2609","10a654050020300a","1095540500000006","结束时间","10a5540500200000","10a5540500200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2610","10a6540500202001","1095540500000006","开始时间","10a5540500200000","10a5540500200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2611","10a6540500201005","1095540500000006","发生时间","10a5540500200000","10a5540500200000","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2616","10a6540600203000","1095540600000009","结束时间","10a5540600200003","10a5540600200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2617","10a6540600202004","1095540600000009","开始时间","10a5540600200003","10a5540600200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2618","10a6540600201008","1095540600000009","发生时间","10a5540600200003","10a5540600200003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2623","10a6540700303006","109554070000000c","结束时间","10a5540700300009","10a5540700300009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2624","10a654070030200a","109554070000000c","开始时间","10a5540700300009","10a5540700300009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2625","10a6540700301001","109554070000000c","发生时间","10a5540700300009","10a5540700300009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2630","10a655010020300c","1095550100000008","结束时间","10a5550100200002","10a5550100200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2631","10a6550100202003","1095550100000008","开始时间","10a5550100200002","10a5550100200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2632","10a6550100201007","1095550100000008","发生时间","10a5550100200002","10a5550100200002","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2637","10a6550200203002","109555020000000b","结束时间","10a5550200200005","10a5550200200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2638","10a6550200202006","109555020000000b","开始时间","10a5550200200005","10a5550200200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-01-21 19:00:46","0","0"
"2639","10a655020020100a","109555020000000b","发生时间","10a5550200200005","10a5550200200005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-22 23:42:07","0","0"
"2644","10a6550300203005","1095550300000001","结束时间","10a5550300200008","10a5550300200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2645","10a6550300202009","1095550300000001","开始时间","10a5550300200008","10a5550300200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2646","10a6550300201000","1095550300000001","发生时间","10a5550300200008","10a5550300200008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2651","10a6550400203008","1095550400000004","结束时间","10a555040020000b","10a555040020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2652","10a655040020200c","1095550400000004","开始时间","10a555040020000b","10a555040020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2653","10a6550400201003","1095550400000004","发生时间","10a555040020000b","10a555040020000b","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2658","10a655050020300b","1095550500000007","结束时间","10a5550500200001","10a5550500200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2659","10a6550500202002","1095550500000007","开始时间","10a5550500200001","10a5550500200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2660","10a6550500201006","1095550500000007","发生时间","10a5550500200001","10a5550500200001","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2665","10a6230100203001","109523010000000a","结束时间","10a5230100200004","10a5230100200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2666","10a6230100202005","109523010000000a","开始时间","10a5230100200004","10a5230100200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2667","10a6230100201009","109523010000000a","发生时间","10a5230100200004","10a5230100200004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2672","10a6220400103006","1095220400000005","结束时间","10a5220400100009","10a5220400100009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2673","10a622040010200a","1095220400000005","开始时间","10a5220400100009","10a5220400100009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2674","10a6220400101001","1095220400000005","发生时间","10a5220400100009","10a5220400100009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2679","10a6440500103004","1095440500000003","结束时间","10a5440500100007","10a5440500100007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2680","10a6440500102008","1095440500000003","开始时间","10a5440500100007","10a5440500100007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2681","10a644050010100c","1095440500000003","发生时间","10a5440500100007","10a5440500100007","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2686","10a6130500303000","1095130500000006","结束时间","10a5130500300003","10a5130500300003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2687","10a6130500302004","1095130500000006","开始时间","10a5130500300003","10a5130500300003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2688","10a6130500301008","1095130500000006","发生时间","10a5130500300003","10a5130500300003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2693","10a6130100903006","1095130100000007","结束时间","10a5130100900009","10a5130100900009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2694","10a613010090200a","1095130100000007","开始时间","10a5130100900009","10a5130100900009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2695","10a6130100901001","1095130100000007","发生时间","10a5130100900009","10a5130100900009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2700","10a6130200803006","109513020000000a","结束时间","10a5130200800009","10a5130200800009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2701","10a613020080200a","109513020000000a","开始时间","10a5130200800009","10a5130200800009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2702","10a6130200801001","109513020000000a","发生时间","10a5130200800009","10a5130200800009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2707","10a6130300803009","1095130300000000","结束时间","10a513030080000c","10a513030080000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2708","10a6130300802000","1095130300000000","开始时间","10a513030080000c","10a513030080000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2709","10a6130300801004","1095130300000000","发生时间","10a513030080000c","10a513030080000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2714","10a6130400903002","1095130400000003","结束时间","10a5130400900005","10a5130400900005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2715","10a6130400902006","1095130400000003","开始时间","10a5130400900005","10a5130400900005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2716","10a613040090100a","1095130400000003","发生时间","10a5130400900005","10a5130400900005","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2721","10a6220300603005","1095220300000002","结束时间","10a5220300600008","10a5220300600008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2722","10a6220300602009","1095220300000002","开始时间","10a5220300600008","10a5220300600008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2723","10a6220300601000","1095220300000002","发生时间","10a5220300600008","10a5220300600008","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2728","10a6240200503001","1095240200000001","结束时间","10a5240200500004","10a5240200500004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2729","10a6240200502005","1095240200000001","开始时间","10a5240200500004","10a5240200500004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2730","10a6240200501009","1095240200000001","发生时间","10a5240200500004","10a5240200500004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2735","10a6240300403001","1095240300000004","结束时间","10a5240300400004","10a5240300400004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2736","10a6240300402005","1095240300000004","开始时间","10a5240300400004","10a5240300400004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2737","10a6240300401009","1095240300000004","发生时间","10a5240300400004","10a5240300400004","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2742","10a6330100603003","1095330100000000","结束时间","10a5330100600006","10a5330100600006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2743","10a6330100602007","1095330100000000","开始时间","10a5330100600006","10a5330100600006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2744","10a633010060100b","1095330100000000","发生时间","10a5330100600006","10a5330100600006","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2749","10a6330200403000","1095330200000003","结束时间","10a5330200400003","10a5330200400003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2750","10a6330200402004","1095330200000003","开始时间","10a5330200400003","10a5330200400003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2751","10a6330200401008","1095330200000003","发生时间","10a5330200400003","10a5330200400003","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2756","10a6330300503006","1095330300000006","结束时间","10a5330300500009","10a5330300500009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2757","10a633030050200a","1095330300000006","开始时间","10a5330300500009","10a5330300500009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2758","10a6330300501001","1095330300000006","发生时间","10a5330300500009","10a5330300500009","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2763","10a6530500203009","1095530500000005","结束时间","10a553050020000c","10a553050020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2764","10a6530500202000","1095530500000005","开始时间","10a553050020000c","10a553050020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"2765","10a6530500201004","1095530500000005","发生时间","10a553050020000c","10a553050020000c","1","999","system_user","2024-01-16 18:32:55","system_user","2024-04-28 13:42:46","1","0"
"3269","106601000030100a","1055010000000008","中文名","1065010000300005","1065010000300005","1","999","admin","2024-01-19 12:46:25","system_user","2024-12-05 22:00:24","0","0"
"3270","1066010000302006","1055010000000008","昵称","1065010000300005","1065010000300005","1","999","admin","2024-01-19 12:46:32","system_user","2024-01-21 19:00:46","0","0"
"3272","1066010000303002","1055010000000008","曾用名","1065010000300005","1065010000300005","1","999","admin","2024-01-19 12:47:25","system_user","2024-01-21 19:00:46","0","0"
"3273","10a6230300201002","1095230300000003","发生时间","10a523030020000a","10a523030020000a","1","999","admin","2024-01-19 12:57:00","system_user","2024-04-28 13:42:46","1","0"
"3274","10a623030020200b","1095230300000003","开始时间","10a523030020000a","10a523030020000a","1","999","admin","2024-01-19 12:57:08","system_user","2024-04-28 13:42:46","1","0"
"3276","10a6230300203007","1095230300000003","结束时间","10a523030020000a","10a523030020000a","1","999","admin","2024-01-19 12:57:30","system_user","2024-04-28 13:42:46","1","0"
"3294","106601000030400b","1065010000300005","test","1065010000300005","1065010000300005","1","999","admin","2024-01-23 22:47:58","admin","2024-01-23 22:47:58","1","0"
"3295","10a6110100701006","10a5110100700001","付款方式","10a5110100700001","10a5110100700001","1","999","admin","2024-04-15 16:31:36","qidekang","2024-04-15 16:31:36","1","0"
"3296","1096150100001001","1095150100000009","出资额","1095150100000009","1095150100000009","1","999","admin","2024-04-15 16:36:38","system_user","2024-04-15 16:36:38","0","0"
"3297","1096150300001007","1095150300000002","离职原因","1095150300000002","1095150300000002","1","999","admin","2024-04-15 16:36:57","system_user","2024-04-15 16:36:57","0","0"
"3298","10a615030010100b","10a5150300100006","学号","10a5150300100006","10a5150300100006","1","999","admin","2024-04-15 16:37:43","system_user","2024-04-15 16:37:43","0","0"
"3299","10a6150300102007","10a5150300100006","工号","10a5150300100006","10a5150300100006","1","999","admin","2024-04-15 16:37:51","system_user","2024-04-15 16:37:51","0","0"
"3300","10a6150300b01002","10a5150300b0000a","五险一金","10a5150300b0000a","10a5150300b0000a","1","999","admin","2024-04-15 16:38:14","system_user","2024-04-15 16:38:14","0","0"
"3301","10a6150300b0200b","10a5150300b0000a","餐饮福利","10a5150300b0000a","10a5150300b0000a","1","999","admin","2024-04-15 16:38:29","system_user","2024-04-15 16:38:29","0","0"
"3302","10a6150300b03007","10a5150300b0000a","住房福利","10a5150300b0000a","10a5150300b0000a","1","999","admin","2024-04-15 16:38:41","system_user","2024-04-15 16:38:41","0","0"
"3303","1066020000101005","1065020000100000","邮政编码","1065020000100000","1065020000100000","1","999","admin","2024-04-15 16:44:35","admin","2024-04-15 16:44:35","0","0"
"3304","1066020000102001","1065020000100000","地区代码","1065020000100000","1065020000100000","1","999","admin","2024-04-15 16:44:46","system_user","2024-04-15 16:44:46","0","0"
"3305","1066010001201003","106501000120000b","残疾","106501000120000b","106501000120000b","1","999","admin","2024-04-15 16:47:03","admin","2024-04-15 16:47:03","0","0"
"3306","106a010000301007","1069010000300002","人数","1069010000300002","1069010000300002","1","999","admin","2024-04-15 16:48:57","admin","2024-04-15 16:48:57","0","0"
"3307","106a010000302003","1069010000300002","农业人口数","1069010000300002","1069010000300002","1","999","admin","2024-04-15 16:49:09","system_user","2024-04-15 16:49:09","0","0"
"3308","106a01000030300c","1069010000300002","户数","1069010000300002","1069010000300002","1","999","admin","2024-04-15 16:49:26","system_user","2024-04-15 16:49:26","0","0"
"3309","106a010000304008","1069010000300002","农业户数","1069010000300002","1069010000300002","1","999","admin","2024-04-15 16:49:35","admin","2024-04-15 16:49:35","1","0"
"3310","106a030000301009","1069030000300004","完成数量","1069030000300004","1069030000300004","1","999","admin","2024-04-15 16:50:23","system_user","2024-04-15 16:50:23","0","0"
"3311","106a030000302005","1069030000300004","未完成数量","1069030000300004","1069030000300004","1","999","admin","2024-04-15 16:50:31","system_user","2024-04-15 16:50:31","0","0"
"3312","1066040000401003","106504000040000b","使用能源类型","106504000040000b","106504000040000b","1","999","admin","2024-04-15 16:51:02","system_user","2024-04-15 16:51:02","0","0"
"3313","106604000040200c","106504000040000b","排放等级","106504000040000b","106504000040000b","1","999","admin","2024-04-15 16:51:17","system_user","2024-04-15 16:51:17","0","0"
"3314","1066040000101007","1065040000100002","单位社保号","1065040000100002","1065040000100002","1","999","admin","2024-04-15 16:51:35","qidekang","2024-04-15 16:51:35","1","0"
"3315","1066040000102003","1065040000100002","个人参保号","1065040000100002","1065040000100002","1","999","admin","2024-04-15 16:51:44","qidekang","2024-04-15 16:51:44","1","0"
"3316","1066050000401004","106505000040000c","行业分类","106505000040000c","106505000040000c","1","999","admin","2024-04-15 16:52:13","system_user","2024-04-15 16:52:13","0","0"
"3317","1066050000101008","1065050000100003","统一社会信用代码","1065050000100003","1065050000100003","1","999","admin","2024-04-15 16:52:49","qidekang","2024-04-15 16:52:49","0","0"
"3318","106605000060100a","1065050000600005","经营状态","1065050000600005","1065050000600005","1","999","admin","2024-04-15 16:53:11","system_user","2024-04-15 16:53:11","0","0"
"3319","1066040000501006","1065040000500001","用途","1065040000500001","1065040000500001","1","999","admin","2024-04-15 17:08:19","system_user","2024-04-15 17:08:19","0","0"
"3320","1066040001301009","1065040001300004","金额","1065040001300004","1065040001300004","1","999","admin","2024-04-15 17:10:22","system_user","2024-04-22 23:42:33","0","0"
"3321","1066040001302005","1065040001300004","费用","1065040001300004","1065040001300004","1","999","admin","2024-04-15 17:10:27","system_user","2024-04-22 23:42:33","0","0"
"3322","10a6150500401000","10a5150500400008","劳务派遣","10a5150500400008","10a5150500400008","1","999","admin","2024-04-15 17:17:21","system_user","2024-04-15 17:17:21","0","0"
"3323","1066050000402000","106505000040000c","优抚家庭","106505000040000c","106505000040000c","1","999","admin","2024-04-15 17:20:54","system_user","2024-04-15 17:20:54","0","0"
"3324","1066050000403009","106505000040000c","低保家庭","106505000040000c","106505000040000c","1","999","admin","2024-04-15 17:21:09","system_user","2024-04-15 17:21:09","0","0"
"3325","106601000120200c","106501000120000b","体温","106501000120000b","106501000120000b","1","999","admin","2024-04-15 17:25:11","admin","2024-04-15 17:25:11","1","0"
"3326","1066010001203008","106501000120000b","脉搏","106501000120000b","106501000120000b","1","999","admin","2024-04-15 17:25:22","admin","2024-04-15 17:25:22","1","0"
"3327","1066010001204004","106501000120000b","血压","106501000120000b","106501000120000b","1","999","admin","2024-04-15 17:25:34","admin","2024-04-15 17:25:34","1","0"
"3328","1066010000201007","1065010000200002","身份证号","1065010000200002","1065010000200002","1","999","admin","2024-04-15 17:32:50","qidekang","2024-04-15 17:32:50","1","0"
"3329","1066010000202003","1065010000200002","护照号","1065010000200002","1065010000200002","1","999","admin","2024-04-15 17:33:00","qidekang","2024-04-15 17:33:00","1","0"
"3330","106601000020300c","1065010000200002","台胞证编号","1065010000200002","1065010000200002","1","999","admin","2024-04-15 17:33:09","qidekang","2024-04-15 17:33:09","1","0"
"3331","1066010000204008","1065010000200002","社保编码","1065010000200002","1065010000200002","1","0","admin","2024-04-15 17:33:19","qidekang","2024-04-15 17:33:19","1","0"
"3332","1066010000205004","1065010000200002","学号","1065010000200002","1065010000200002","1","1","admin","2024-04-15 17:33:35","qidekang","2024-04-15 17:33:35","1","0"
"3333","1066010000206000","1065010000200002","工号","1065010000200002","1065010000200002","1","2","admin","2024-04-15 17:33:48","qidekang","2024-04-15 17:33:48","1","0"
"3334","1066010001701005","1065010001700000","常住类型","1065010001700000","1065010001700000","1","999","admin","2024-04-15 17:36:31","system_user","2024-04-15 17:36:31","0","0"
"3335","1066010001401009","1065010001400004","技能","1065010001400004","1065010001400004","1","999","admin","2024-04-15 17:39:28","admin","2024-04-15 17:39:28","1","0"
"3336","1066040000403008","106504000040000b","证明文件类型","106504000040000b","106504000040000b","1","999","admin","2024-04-15 17:44:55","system_user","2024-04-15 17:44:55","0","0"
"3337","10a6110100a01002","10a5110100a0000a","限制","10a5110100a0000a","10a5110100a0000a","1","999","admin","2024-04-15 17:45:15","system_user","2024-04-15 17:45:15","0","0"
"3338","10a6150300204002","10a5150300200009","毕业时间","10a5150300200009","10a5150300200009","1","999","admin","2024-04-15 17:45:35","admin","2024-04-15 17:45:35","1","0"
"3339","1066050000404005","106505000040000c","户口性质","106505000040000c","106505000040000c","1","999","admin","2024-04-15 17:46:07","system_user","2024-04-15 17:46:07","0","0"
"3340","10a6120100901000","10a5120100900008","是否住校","10a5120100900008","10a5120100900008","1","999","admin","2024-04-15 17:46:26","system_user","2024-04-15 17:46:26","0","0"
"3341","1066050000405001","106505000040000c","经济性质","106505000040000c","106505000040000c","1","999","admin","2024-04-15 17:47:08","system_user","2024-04-15 17:47:08","0","0"
"3342","1066030000901004","106503000090000c","发生原因","106503000090000c","106503000090000c","1","999","admin","2024-04-15 17:49:47","system_user","2024-04-15 17:49:47","0","0"
"3343","1066030000902000","106503000090000c","例外原因","106503000090000c","106503000090000c","1","999","admin","2024-04-15 17:49:58","system_user","2024-04-15 17:49:58","0","0"
"3344","1066020000201008","1065020000200003","邮政编码","1065020000200003","1065020000200003","1","999","admin","2024-04-15 17:52:58","admin","2024-04-15 17:52:58","1","0"
"3345","10a6150300801006","10a5150300800001","工资","10a5150300800001","10a5150300800001","1","999","admin","2024-04-15 17:57:35","system_user","2024-04-15 17:57:35","0","0"
"3346","10a6150300802002","10a5150300800001","补贴","10a5150300800001","10a5150300800001","1","999","admin","2024-04-15 17:57:46","system_user","2024-04-15 17:57:46","0","0"
"3347","10a615030080300b","10a5150300800001","奖金","10a5150300800001","10a5150300800001","1","999","admin","2024-04-15 17:57:56","system_user","2024-04-15 17:57:56","0","0"
"3348","1066010001601002","106501000160000a","孤残","106501000160000a","106501000160000a","1","999","admin","2024-04-15 18:01:26","system_user","2024-04-15 18:01:26","0","0"
"3349","106601000160200b","106501000160000a","单亲","106501000160000a","106501000160000a","1","999","admin","2024-04-15 18:01:36","system_user","2024-04-15 18:01:36","0","0"
"3350","1066010001603007","106501000160000a","烈士子女","106501000160000a","106501000160000a","1","999","admin","2024-04-15 18:01:46","system_user","2024-04-15 18:01:46","0","0"
"3351","1011515060001004","101051506000000c","是否服从调剂","1010515060020001","1010515060020001","1","999","admin","2024-04-15 18:03:02","system_user","2024-04-22 23:42:33","0","0"
"3352","1066050000602006","1065050000600005","家庭状况","1065050000600005","1065050000600005","1","999","admin","2024-04-15 20:47:00","system_user","2024-04-15 20:47:00","0","0"
"3353","10a613020070100b","10a5130200700006","获取学分","10a5130200700006","10a5130200700006","1","999","admin","2024-04-15 20:47:31","system_user","2024-04-15 20:47:31","0","0"
"3354","10a6130200702007","10a5130200700006","取得薪酬","10a5130200700006","10a5130200700006","1","999","admin","2024-04-15 20:47:45","system_user","2024-04-15 20:47:45","0","0"
"3355","10a6130100201006","10a5130100200001","申请理由","10a5130100200001","10a5130100200001","1","999","admin","2024-04-15 20:47:56","system_user","2024-04-15 20:47:56","0","0"
"3356","1066030000601008","1065030000600003","课程类型","1065030000600003","1065030000600003","1","999","admin","2024-04-15 20:49:23","system_user","2024-04-15 20:49:23","0","0"
"3357","1066040000404004","106504000040000b","科目类型","106504000040000b","106504000040000b","1","999","admin","2024-04-15 20:49:39","system_user","2024-04-15 20:49:39","0","0"
"3358","10a6130200501005","10a5130200500000","报名费","10a5130200500000","10a5130200500000","1","999","admin","2024-04-15 20:50:25","system_user","2024-04-15 20:50:25","0","0"
"3359","10a6130200502001","10a5130200500000","入场费","10a5130200500000","10a5130200500000","1","999","admin","2024-04-15 20:50:38","system_user","2024-04-15 20:50:38","0","0"
"3360","1066050000701000","1065050000700008","员工人数","1065050000700008","1065050000700008","1","999","admin","2024-04-15 20:54:01","system_user","2024-04-15 20:54:01","0","0"
"3361","1066050000702009","1065050000700008","教职工人数","1065050000700008","1065050000700008","1","999","admin","2024-04-15 20:54:10","system_user","2024-04-15 20:54:10","0","0"
"3362","1066050000703005","1065050000700008","在校生人数","1065050000700008","1065050000700008","1","999","admin","2024-04-15 20:54:17","system_user","2024-04-15 20:54:17","0","0"
"3363","106605000020100b","1065050000200006","单位邮箱","1065050000200006","1065050000200006","1","999","admin","2024-04-15 20:54:32","admin","2024-04-15 20:54:32","1","0"
"3364","1066050000202007","1065050000200006","单位电话","1065050000200006","1065050000200006","1","999","admin","2024-04-15 20:54:52","admin","2024-04-15 20:54:52","1","0"
"3365","1066050000203003","1065050000200006","单位传真","1065050000200006","1065050000200006","1","999","admin","2024-04-15 20:55:01","admin","2024-04-15 20:55:01","1","0"
"3366","106605000020400c","1065050000200006","单位邮编","1065050000200006","1065050000200006","1","999","admin","2024-04-15 20:55:08","admin","2024-04-15 20:55:08","1","0"
"3367","1066030000a01007","1065030000a00002","开始受理","1065030000a00002","1065030000a00002","1","999","admin","2024-04-15 20:55:39","admin","2024-04-15 20:55:39","0","0"
"3368","1066030000a02003","1065030000a00002","处置中","1065030000a00002","1065030000a00002","1","999","admin","2024-04-15 20:55:48","admin","2024-04-15 20:55:48","0","0"
"3369","1066030000a0300c","1065030000a00002","已完成","1065030000a00002","1065030000a00002","1","999","admin","2024-04-15 20:55:57","admin","2024-04-15 20:55:57","0","0"
"3370","10a6150300401007","10a5150300400002","政治表现","10a5150300400002","10a5150300400002","1","999","admin","2024-04-15 20:59:32","system_user","2024-04-15 20:59:32","0","0"
"3371","10a6150300402003","10a5150300400002","学习情况","10a5150300400002","10a5150300400002","1","999","admin","2024-04-15 20:59:41","system_user","2024-04-15 20:59:41","0","0"
"3372","1066010001a01001","1065010001a00009","低保户","1065010001a00009","1065010001a00009","1","999","admin","2024-04-15 21:11:45","admin","2024-04-15 21:11:45","0","0"
"3373","1066010001e01000","1065010001e00008","退休","1065010001e00008","1065010001e00008","1","1","admin","2024-04-15 21:18:35","qidekang","2024-04-15 21:18:35","0","0"
"3374","1066010001e02009","1065010001e00008","下岗","1065010001e00008","1065010001e00008","1","2","admin","2024-04-15 21:18:53","qidekang","2024-04-15 21:18:53","0","0"
"3375","1066010001e03005","1065010001e00008","在职","1065010001e00008","1065010001e00008","1","0","admin","2024-04-15 21:19:04","qidekang","2024-04-15 21:19:04","0","0"
"3376","1066010002001006","1065010002000001","手机号码","1065010002000001","1065010002000001","1","0","admin","2024-04-15 21:25:53","qidekang","2024-04-15 21:25:53","0","0"
"3377","1066010002002002","1065010002000001","微信号","1065010002000001","1065010002000001","1","3","admin","2024-04-15 21:26:00","qidekang","2024-04-15 21:26:00","0","0"
"3378","106601000200300b","1065010002000001","邮箱","1065010002000001","1065010002000001","1","2","admin","2024-04-15 21:26:08","qidekang","2024-04-15 21:26:08","0","0"
"3379","1066010002101009","1065010002100004","工作年限","1065010002100004","1065010002100004","1","999","admin","2024-04-15 21:27:16","system_user","2024-04-15 21:27:16","0","0"
"3380","1066010002102005","1065010002100004","接害工龄","1065010002100004","1065010002100004","1","999","admin","2024-04-15 21:27:26","system_user","2024-04-15 21:27:26","0","0"
"3381","1066050001501003","106505000150000b","经营方式","106505000150000b","106505000150000b","1","999","admin","2024-04-15 21:29:57","system_user","2024-04-15 21:29:57","0","0"
"3382","10a6150301001004","10a515030100000c","毕业类别","10a515030100000c","10a515030100000c","1","999","admin","2024-04-15 21:35:19","system_user","2024-04-15 21:35:19","0","0"
