"id","direction_code","category_code","reversed","directed","origin","destination","reverse_expression","serial_number","create_user","create_time","modify_user","modify_time","del_stat","version_no","origin_name","generate_name","old_expression","destination_name"
"314","1095140920000008","1095140900000006","1","1","1051040000000001","105101000000000b","物被人意向","999","admin","2024-01-18 17:19:15","system_user","2024-06-14 09:02:54","1","0","物","物被人意向","物被人意向","人"
"316","1095110a30000009","1095110a00000006","0","0","105101000000000b","105101000000000b","人人亲属","999","admin","2024-04-23 11:57:27","system_user","2024-06-14 09:02:54","0","0","人","人人亲属","人人亲属","人"
"317","1095110b3000000c","1095110b00000009","0","0","105101000000000b","105101000000000b","人人朋友","999","admin","2024-04-23 12:13:12","system_user","2024-06-14 09:02:54","0","0","人","人人朋友","人人朋友","人"
"318","1095110c30000002","1095110c0000000c","0","0","105101000000000b","105101000000000b","人人交易","999","admin","2024-04-23 13:02:25","system_user","2024-06-14 09:02:54","0","0","人","人人交易","人人交易","人"
"319","1095120a10000008","1095120a00000007","0","1","105101000000000b","105102000000000c","人出让地","999","admin","2024-04-23 13:02:39","system_user","2024-06-14 09:02:54","0","0","人","人出让地","人出让地","地"
"320","1095120a20000009","1095120a00000007","1","1","105102000000000c","105101000000000b","地被人出让","999","admin","2024-04-23 13:02:48","system_user","2024-06-14 09:02:54","0","0","地","地被人出让","地被人出让","人"
"321","1095140b10000000","1095140b0000000c","0","1","105101000000000b","1051040000000001","人出让物","999","admin","2024-04-23 13:03:09","system_user","2024-06-14 09:02:54","0","0","人","人出让物","人出让物","物"
"322","1095140b20000001","1095140b0000000c","1","1","1051040000000001","105101000000000b","物被人出让","999","admin","2024-04-23 13:03:18","system_user","2024-06-14 09:02:54","0","0","物","物被人出让","物被人出让","人"
"323","1095150730000004","1095150700000001","0","0","105101000000000b","1051050000000002","人组织交易","999","admin","2024-04-23 13:03:33","system_user","2024-06-14 09:02:54","0","0","人","人组织交易","人组织交易","组织"
"324","109552071000000b","109552070000000a","0","1","1051050000000002","105102000000000c","组织出让地","999","admin","2024-04-23 13:03:47","system_user","2024-06-14 09:02:54","0","0","组织","组织出让地","组织出让地","地"
"325","109552072000000c","109552070000000a","1","1","105102000000000c","1051050000000002","地被组织出让","999","admin","2024-04-23 13:03:55","system_user","2024-06-14 09:02:54","0","0","地","地被组织出让","地被组织出让","组织"
"326","1095540810000003","1095540800000002","0","1","1051050000000002","1051040000000001","组织出让物","999","admin","2024-04-23 13:04:07","system_user","2024-06-14 09:02:54","0","0","组织","组织出让物","组织出让物","物"
"327","1095540820000004","1095540800000002","1","1","1051040000000001","1051050000000002","物被组织出让","999","admin","2024-04-23 13:04:18","system_user","2024-06-14 09:02:54","0","0","物","物被组织出让","物被组织出让","组织"
"328","1095550630000000","109555060000000a","0","0","1051050000000002","1051050000000002","组织组织交易","999","admin","2024-04-23 13:04:29","system_user","2024-06-14 09:02:54","0","0","组织","组织组织交易","组织组织交易","组织"
"329","1095140a3000000c","1095140a00000009","0","1","1051040000000001","105101000000000b","物影响人","999","admin","2024-05-14 14:50:55","admin","2024-06-14 09:01:24","0","0",NULL,NULL,NULL,NULL
"333","1095140a2000000b","1095140a00000009","1","1","105101000000000b","1051040000000001","人被物影响","999","admin","2024-05-14 14:52:37","system_user","2024-06-14 09:01:24","0","0",NULL,NULL,NULL,NULL
"334","1095440630000009","1095440600000006","0","0","1051040000000001","1051040000000001","物物关联","999","admin","2024-05-14 14:53:01","system_user","2024-06-14 09:01:24","0","0",NULL,NULL,NULL,NULL
"336","1095150810000005","1095150800000004","0","1","105101000000000b","1051050000000002","人向组织申报","999","admin","2024-05-18 15:35:31","admin","2024-06-14 08:59:32","0","0",NULL,NULL,NULL,NULL
"337","1095150820000006","1095150800000004","1","1","1051050000000002","105101000000000b","组织对人审批","999","admin","2024-05-18 15:35:41","admin","2024-06-14 08:59:45","0","0",NULL,NULL,NULL,NULL
"338","1095550710000001","1095550700000000","0","1","1051050000000002","1051050000000002","组织向组织申报","999","admin","2024-05-18 15:35:53","admin","2024-06-14 09:00:14","0","0",NULL,NULL,NULL,NULL
"339","1095550720000002","1095550700000000","1","1","1051050000000002","1051050000000002","组织对组织审批","999","admin","2024-05-18 15:36:03","admin","2024-06-14 09:00:24","0","0",NULL,NULL,NULL,NULL
"340","1095150910000008","1095150900000007","0","1","1051050000000002","105101000000000b","组织管理人","999","admin","2024-06-14 12:32:57","system_user","2024-06-14 12:32:57","0","0",NULL,NULL,NULL,NULL
"341","1095150920000009","1095150900000007","1","1","105101000000000b","1051050000000002","人被组织管理","999","admin","2024-06-14 12:33:16","system_user","2024-06-14 12:33:16","0","0",NULL,NULL,NULL,NULL
"342","1095150a1000000b","1095150a0000000a","0","1","1051050000000002","105101000000000b","组织为人服务","999","admin","2024-06-14 12:34:19","system_user","2024-06-14 12:34:19","0","0",NULL,NULL,NULL,NULL
"343","1095150a2000000c","1095150a0000000a","1","1","105101000000000b","1051050000000002","人被组织服务","999","admin","2024-06-14 12:34:37","system_user","2024-06-14 12:34:37","0","0",NULL,NULL,NULL,NULL
"344","1095150b10000001","1095150b00000000","0","1","1051050000000002","105101000000000b","组织教育人","999","qidekang","2024-06-25 13:30:34","guochengjie","2024-06-25 13:30:34","1","0",NULL,NULL,NULL,NULL
"345","1095150b20000002","1095150b00000000","1","1","105101000000000b","1051050000000002","人受组织教育","999","qidekang","2024-06-25 13:30:47","guochengjie","2024-06-25 13:30:47","1","0",NULL,NULL,NULL,NULL
"346","1095240410000008","1095240400000007","0","0","105102000000000c","1051040000000001","地物关联","999","qidekang","2024-08-11 23:43:34","qidekang","2024-08-11 23:46:39","0","0",NULL,NULL,NULL,NULL
"348","1095520810000001","1095520800000000","0","1","1051050000000002","105102000000000c","组织经营地","999","guochengjie","2025-02-13 10:54:08","system_user","2025-02-13 10:54:08","0","0",NULL,NULL,NULL,NULL
"349","1095520820000002","1095520800000000","1","1","105102000000000c","1051050000000002","地被组织经营","999","guochengjie","2025-02-13 10:54:35","system_user","2025-02-13 10:54:35","0","0",NULL,NULL,NULL,NULL
"350","109524051000000b","109524050000000a","0","1","1051040000000001","105102000000000c","物感知地","999","guochengjie","2025-02-13 18:16:45","system_user","2025-02-13 18:16:45","0","0",NULL,NULL,NULL,NULL
"351","1095240530000000","109524050000000a","1","1","105102000000000c","1051040000000001","地被物感知","999","guochengjie","2025-02-13 18:17:08","guochengjie","2025-02-13 18:18:20","0","0",NULL,NULL,NULL,NULL
"352","1095140c10000003","1095140c00000002","0","1","105101000000000b","1051040000000001","人感知物","999","guochengjie","2025-02-13 18:19:28","system_user","2025-02-13 18:19:28","0","0",NULL,NULL,NULL,NULL
"353","1095140c20000004","1095140c00000002","1","1","1051040000000001","105101000000000b","物被人感知","999","guochengjie","2025-02-13 18:19:39","system_user","2025-02-13 18:19:39","0","0",NULL,NULL,NULL,NULL
"354","1095110d10000003","1095110d00000002","0","1","105101000000000b","105101000000000b","人评价人","999","guochengjie","2025-02-27 19:58:43","system_user","2025-02-27 19:58:43","0","0",NULL,NULL,NULL,NULL
"355","1095110d20000004","1095110d00000002","1","1","105101000000000b","105101000000000b","人被人评价","999","guochengjie","2025-02-27 19:58:51","system_user","2025-02-27 19:58:51","0","0",NULL,NULL,NULL,NULL
"356","1095120b1000000b","1095120b0000000a","0","1","105101000000000b","105102000000000c","人评价地","999","guochengjie","2025-02-27 19:59:08","system_user","2025-02-27 19:59:08","0","0",NULL,NULL,NULL,NULL
"357","1095120b2000000c","1095120b0000000a","1","1","105102000000000c","105101000000000b","地被人评价","999","guochengjie","2025-02-27 19:59:18","guochengjie","2025-02-27 19:59:24","0","0",NULL,NULL,NULL,NULL
"358","1095130810000003","1095130800000002","0","1","105101000000000b","1051030000000000","人评价事","999","guochengjie","2025-02-27 19:59:43","system_user","2025-02-27 19:59:43","0","0",NULL,NULL,NULL,NULL
"359","1095130820000004","1095130800000002","1","1","1051030000000000","105101000000000b","事被人评价","999","guochengjie","2025-02-27 19:59:52","system_user","2025-02-27 19:59:52","0","0",NULL,NULL,NULL,NULL
"360","1095140d10000006","1095140d00000005","0","1","105101000000000b","1051040000000001","人评价物","999","guochengjie","2025-02-27 20:00:01","system_user","2025-02-27 20:00:01","0","0",NULL,NULL,NULL,NULL
"361","1095140d20000007","1095140d00000005","1","1","1051040000000001","105101000000000b","物被人评价","999","guochengjie","2025-02-27 20:00:09","system_user","2025-02-27 20:00:09","0","0",NULL,NULL,NULL,NULL
"362","1095150c10000004","1095150c00000003","0","1","105101000000000b","1051050000000002","人评价组织","999","guochengjie","2025-02-27 20:00:18","system_user","2025-02-27 20:00:18","0","0",NULL,NULL,NULL,NULL
"363","1095150c20000005","1095150c00000003","1","1","1051050000000002","105101000000000b","组织被人评价","999","guochengjie","2025-02-27 20:00:30","system_user","2025-02-27 20:00:30","0","0",NULL,NULL,NULL,NULL
"364","1095150d10000007","1095150d00000006","0","1","1051050000000002","105101000000000b","组织评价人","999","guochengjie","2025-02-27 20:00:48","system_user","2025-02-27 20:00:48","0","0",NULL,NULL,NULL,NULL
"365","1095150d20000008","1095150d00000006","1","1","105101000000000b","1051050000000002","人被组织评价","999","guochengjie","2025-02-27 20:00:56","system_user","2025-02-27 20:00:56","0","0",NULL,NULL,NULL,NULL
"366","1095520910000004","1095520900000003","0","1","1051050000000002","105102000000000c","组织评价地","999","guochengjie","2025-02-27 20:06:40","system_user","2025-02-27 20:06:40","0","0",NULL,NULL,NULL,NULL
"367","1095520920000005","1095520900000003","1","1","105102000000000c","1051050000000002","地被组织评价","999","guochengjie","2025-02-27 20:06:48","guochengjie","2025-02-28 03:42:43","0","0",NULL,NULL,NULL,NULL
"368","1095530610000009","1095530600000008","0","1","1051050000000002","1051030000000000","组织评价事","999","guochengjie","2025-02-27 20:07:02","system_user","2025-02-27 20:07:02","0","0",NULL,NULL,NULL,NULL
"369","109553062000000a","1095530600000008","1","1","1051030000000000","1051050000000002","事被组织评价","999","guochengjie","2025-02-27 20:07:10","system_user","2025-02-27 20:07:10","0","0",NULL,NULL,NULL,NULL
"370","1095540910000006","1095540900000005","0","1","1051050000000002","1051040000000001","组织评价物","999","guochengjie","2025-02-27 20:07:43","system_user","2025-02-27 20:07:43","0","0",NULL,NULL,NULL,NULL
"371","1095540920000007","1095540900000005","1","1","1051040000000001","1051050000000002","物被组织评价","999","guochengjie","2025-02-27 20:07:54","system_user","2025-02-27 20:07:54","0","0",NULL,NULL,NULL,NULL
"372","1095550810000004","1095550800000003","0","1","1051050000000002","1051050000000002","组织评价组织","999","guochengjie","2025-02-27 20:08:06","system_user","2025-02-27 20:08:06","0","0",NULL,NULL,NULL,NULL
"373","1095550820000005","1095550800000003","1","1","1051050000000002","1051050000000002","组织被组织评价","999","guochengjie","2025-02-27 20:08:22","system_user","2025-02-27 20:08:22","0","0",NULL,NULL,NULL,NULL
