,id,property_code,property_name,property_name_cn,attributes,annotation,category_code,crowd_stat,category_type,property_type,serial_number,simplified_attribute,source_relation,source_relation_term,source_relation_attribute,source_entity_attribute,create_user,create_time,modify_user,modify_time,del_stat,version_no,identify_type
365,382,10a5340100500004,influence,事件影响,"人员伤亡, 物件损坏",,1095340100000001,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:46,admin,2025-03-03 13:32:36,0,0,
366,383,10a534020020000b,duration,持续时长,,,1095340200000004,0,0,0,2,0,,,,,test_user,2023-04-17 11:18:46,guochengjie,2025-03-03 13:32:36,0,0,
367,384,10a5340200300001,end_time,结束时间,,,1095340200000004,0,0,0,999,0,,,,,system_user,2023-04-17 11:18:47,admin,2025-03-03 13:32:36,1,0,
368,385,10a5340200400004,importance,重要性,"主要, 次要",,1095340200000004,0,0,0,4,0,,,,,test_user,2023-04-17 11:18:47,guochengjie,2025-05-23 14:01:41,0,0,
369,386,10a5340200500007,function,作用,"执法, 执教, 自动驾驶",,1095340200000004,0,0,0,5,0,,,,,test_user,2023-04-17 11:18:48,guochengjie,2025-05-23 14:01:49,0,0,
370,387,10a5340300200001,duration,持续时长,,,1095340300000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:48,admin,2025-03-03 13:32:36,0,0,
371,388,10a5340300300004,end_time,影响消失时间,,,1095340300000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:49,admin,2025-03-03 13:32:36,1,0,
372,389,10a5340300400007,result,影响结果,"损坏, 减排",,1095340300000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:50,admin,2025-03-03 13:32:36,0,0,
373,390,10a534030050000a,degree,影响程度,"高, 中, 低",,1095340300000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:50,admin,2025-03-03 13:32:36,0,0,
374,391,10a5340300600000,cause,影响原因,,,1095340300000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:51,admin,2025-03-03 13:32:36,0,0,
375,392,10a5340300700003,mode,影响方式,"直接推进, 间接促进",,1095340300000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:51,admin,2025-03-03 13:32:36,0,0,
376,393,10a544010020000b,duration,持续时长,,,1095440100000004,0,0,0,1,0,,,,,test_user,2023-04-17 11:18:52,qidekang,2025-03-03 13:32:36,0,0,
377,394,10a5440100300001,end_time,结束时间,,,1095440100000004,0,0,0,999,0,,,,,system_user,2023-04-17 11:18:52,admin,2025-03-03 13:32:36,1,0,
378,395,10a5440100400004,type,从属类型,"组件, 子集",,1095440100000004,0,0,0,2,0,,,,,test_user,2023-04-17 11:18:53,qidekang,2025-03-03 13:32:36,0,0,
379,398,10a5440100500007,functionality,设备功能,"安全保障, 动力来源, 计算中枢",,1095440100000004,0,0,0,3,0,,,,,test_user,2023-04-17 11:18:55,guochengjie,2025-03-03 13:32:36,1,0,
380,399,10a544010060000a,introduction_mode,引入方式,"人工组装, 机械组装, 一键安装",,1095440100000004,0,0,0,4,0,,,,,system_user,2023-04-17 11:18:55,qidekang,2025-03-03 13:32:36,0,0,
381,400,10a5440100700000,evaluation_result,评估结果,"合规, 不合规",,1095440100000004,0,0,0,999,0,,,,,system_user,2023-04-17 11:18:56,qidekang,2025-03-03 13:32:36,1,0,
382,401,10a5440200200001,duration,持续时长,,,1095440200000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:56,admin,2025-03-03 13:32:36,0,0,
383,402,10a5440200300004,end_time,连接结束时间,,,1095440200000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:57,admin,2025-03-03 13:32:36,1,0,
384,403,10a5440200400007,type,连接类型,"串联, 并联, 混联",,1095440200000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:57,admin,2025-03-03 13:32:36,0,0,
385,404,10a544020050000a,capacity,传输容量,"数据量, 电流量",,1095440200000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:18:58,admin,2025-03-03 13:32:36,0,0,
386,407,10a5440200600000,transmission_content,传输内容,"电流, 数据",,1095440200000007,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:00,system_user,2025-03-03 13:32:36,0,0,
387,408,10a5440200700003,purpose,目的,"通信, 传输, 牵引",,1095440200000007,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:00,system_user,2025-03-03 13:32:36,0,0,
388,409,10a5440200800006,evaluation_result,评估结果,"合格, 不合格",,1095440200000007,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:01,qidekang,2025-03-03 13:32:36,1,0,
389,410,10a5440200900009,frequency,连接频次,"一秒一次, 一年一次",,1095440200000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:01,admin,2025-03-03 13:32:36,0,0,
390,411,10a5440200a0000c,media,使用媒介,"电磁波, 光纤",,1095440200000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:02,admin,2025-03-03 13:32:36,0,0,
391,412,10a5440300200004,duration,持续时长,,,109544030000000a,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:02,admin,2025-03-03 13:32:36,0,0,
392,413,10a5440300300007,end_time,结束时间,,,109544030000000a,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:03,admin,2025-03-03 13:32:36,1,0,
393,414,10a544030040000a,type,空间位置类型,"相邻, 相交, 上下, 相离",,109544030000000a,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:03,admin,2025-03-03 13:32:36,0,0,
394,415,10a5440300500000,distance,距离远近,,,109544030000000a,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:04,admin,2025-03-03 13:32:36,0,0,
395,416,10a5440300600003,bearing,方位角度,"左前方10度, 北偏东15度",,109544030000000a,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:05,admin,2025-03-03 13:32:36,0,0,
396,417,10a5440300700006,change_situation,变化情况,"相对速度, 相对位置",,109544030000000a,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:05,system_user,2025-03-03 13:32:36,0,0,
397,418,10a5440400200007,duration,持续时长,,,1095440400000000,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:06,admin,2025-03-03 13:32:36,0,0,
398,419,10a544040030000a,end_time,承载完成时间,,,1095440400000000,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:06,admin,2025-03-03 13:32:36,1,0,
399,420,10a5440400400000,type,承载类型,"支撑型, 收纳型",,1095440400000000,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:07,admin,2025-03-03 13:32:36,0,0,
400,421,10a5440400500003,load_bearing,承重量,,,1095440400000000,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:07,admin,2025-03-03 13:32:36,0,0,
401,422,10a5440400600006,capacity,容量,,,1095440400000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:08,system_user,2025-03-03 13:32:36,0,0,
402,423,10a5440400700009,relative_position,相对位置,"前, 中, 后",,1095440400000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:08,system_user,2025-03-03 13:32:36,0,0,
403,424,10a544040080000c,purpose,目的,"运输, 保护",,1095440400000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:09,system_user,2025-03-03 13:32:36,0,0,
404,425,10a5440400900002,evaluation_result,评估结果,"合规, 不合规",,1095440400000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:10,qidekang,2025-03-03 13:32:36,1,0,
405,426,10a552010020000c,duration,持续时长,,,1095520100000005,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:10,admin,2025-03-03 13:32:36,0,0,
406,427,10a5520100300002,end_time,离开时间,,,1095520100000005,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:11,admin,2025-03-03 13:32:36,0,0,
407,428,10a5520100400005,type,驻扎类型,"办工用地, 仓储用地, 生产用地",,1095520100000005,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:11,admin,2025-03-03 13:32:36,0,0,
408,429,10a5520100500008,type_of_settlement,入驻方式,"自建, 购买, 租赁",,1095520100000005,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:12,admin,2025-03-03 13:32:36,0,0,
409,430,10a552010060000b,amount_of_expense,费用金额,,,1095520100000005,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:12,system_user,2025-03-03 13:32:36,0,0,
410,432,10a5520200200002,type,建设类型,"设计规划, 招标建设, 投标建设, 实施建设",,1095520200000008,0,0,0,1,0,,,,,test_user,2023-04-17 11:19:13,guochengjie,2025-03-03 13:32:36,0,0,
411,433,10a5520200300005,duration,建设时长,,,1095520200000008,0,0,0,4,0,,,,,test_user,2023-04-17 11:19:14,guochengjie,2025-03-03 13:32:36,0,0,
412,434,10a5520200400008,end_time,完工时间,,,1095520200000008,0,0,0,5,0,,,,,test_user,2023-04-17 11:19:15,guochengjie,2025-03-03 13:32:36,0,0,
413,435,10a552020050000b,time_limit,工程排期,"5.1-5.6地基, 5.7-5.9建筑外墙, 5.10-5.15水电气, 5.16-5.25软装",,1095520200000008,0,0,0,3,0,,,,,test_user,2023-04-17 11:19:15,guochengjie,2025-03-03 13:32:36,0,0,
414,436,10a5520200600001,process,工程进度,"工程进度10%, 工程进度90%",,1095520200000008,0,0,0,6,0,,,,,test_user,2023-04-17 11:19:16,guochengjie,2025-03-03 13:32:36,0,0,
415,437,10a5520200700004,motivation,建设原因,"自用, 履行合同, 创造收入",,1095520200000008,0,0,0,7,0,,,,,test_user,2023-04-17 11:19:16,guochengjie,2025-03-03 13:32:36,0,0,
416,438,10a5520200800007,evaluation_result,评估结果,"效率低, 质量高, 效率高, 质量高",,1095520200000008,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:17,qidekang,2025-03-03 13:32:36,1,0,
417,439,10a552020090000a,cost,建设成本,,,1095520200000008,0,0,0,8,0,,,,,test_user,2023-04-17 11:19:17,guochengjie,2025-03-03 13:32:36,0,0,
418,440,10a5520300200005,duration,持有时长,,,109552030000000b,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:18,admin,2025-03-03 13:32:36,0,0,
419,441,10a5520300300008,end_time,出手时间,,,109552030000000b,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:19,admin,2025-03-03 13:32:36,0,0,
420,442,10a552030040000b,source,产权来源,"自身建设, 市场买入, 他人赠与, 奖励获取",,109552030000000b,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:19,admin,2025-03-03 13:32:36,0,0,
421,443,10a5520300500001,acquisition_cost,获取成本,,,109552030000000b,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:20,system_user,2025-03-03 13:32:36,0,0,
422,444,10a5520300600004,cost_of_ownership,持有成本,,,109552030000000b,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:20,admin,2025-03-03 13:32:36,0,0,
423,445,10a5520300700007,type,权利类型,"拥有权, 使用权, 经营权",,109552030000000b,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:21,admin,2025-03-03 13:32:36,0,0,
424,446,10a552030080000a,use,用途,"办工, 生产, 仓储, 出租, 服务",,109552030000000b,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:21,system_user,2025-03-03 13:32:36,0,0,
425,447,10a5520300900000,evaluation_result,评估结果,"合法, 违法",,109552030000000b,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:22,qidekang,2025-03-03 13:32:36,1,0,
426,448,10a5520400200008,time,时间,,,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:22,system_user,2025-04-08 15:54:15,1,0,
427,449,10a552040030000b,end_time,结束时间,,,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:23,system_user,2025-04-08 15:54:15,1,0,
428,450,10a5520400400001,type,类型,"买卖, 赠与, 互易, 遗赠, 出租",,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:23,system_user,2025-04-08 15:54:15,1,0,
429,451,10a5520400500004,type_of_right,权利类型,"使用权, 拥有权",,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:24,system_user,2025-04-08 15:54:15,1,0,
430,452,10a5520400600007,motivation,动因,"变现需求, 福利捐赠, 废弃处理",,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:25,system_user,2025-04-08 15:54:15,1,0,
431,453,10a552040070000a,evaluation_result,评估结果,"合规, 违规",,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:25,system_user,2025-04-08 15:54:15,1,0,
432,454,10a5520400800000,process,进程,"合同签订中, 权属登记中, 出让完成, 租赁中, 租约到期",,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:26,system_user,2025-04-08 15:54:15,1,0,
433,455,10a5520400900003,result,结果,"现金, 荣誉",,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:26,system_user,2025-04-08 15:54:15,1,0,
434,456,10a5520400a00006,mode,方式,"拍卖, 招标, 挂牌",,1095520400000001,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:27,system_user,2025-04-08 15:54:15,1,0,
435,457,10a552050020000b,duration,持续时长,,,1095520500000004,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:27,admin,2025-03-03 13:32:36,0,0,
436,458,10a5520500300001,end_time,完成时间,,,1095520500000004,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:28,admin,2025-03-03 13:32:36,1,0,
437,459,10a5520500400004,type,管理类型,"直接管理, 间接管理",,1095520500000004,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:28,admin,2025-03-03 13:32:36,0,0,
438,460,10a5520500500007,scope_of_authority,权限范畴,"使用权限, 操作规范, 状态监管, 质量把关",,1095520500000004,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:29,system_user,2025-03-03 13:32:36,0,0,
439,461,10a552050060000a,mode,管理方式,"远程监控, 定期抽检, 现场督办, 主动报送",,1095520500000004,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:30,admin,2025-03-03 13:32:36,0,0,
440,462,10a5520500700000,tool,使用工具,"摄像头, 移动终端设备, 疫情上报平台, 数字楼宇系统",,1095520500000004,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:30,admin,2025-03-03 13:32:36,0,0,
441,463,10a5520500800003,cost,成本,,,1095520500000004,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:31,system_user,2025-03-03 13:32:36,0,0,
442,464,10a5520500900006,evaluation_result,评估结果,"执行力强，管理水平高, 执行力待提升，管理水平高",,1095520500000004,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:31,qidekang,2025-03-03 13:32:36,1,0,
443,465,10a5520600200001,duration,耗费时长,,,1095520600000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:32,admin,2025-03-03 13:32:36,0,0,
444,466,10a5520600300004,end_time,完成时间,,,1095520600000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:32,admin,2025-03-03 13:32:36,1,0,
445,467,10a5520600400007,type,维护类型,"生态环境, 公共安全",,1095520600000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:33,admin,2025-03-03 13:32:36,0,0,
446,468,10a552060050000a,role,角色,"建设方, 第三方, 所有方",,1095520600000007,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:34,system_user,2025-06-17 16:54:59,1,0,
447,469,10a5520600600000,tool,使用工具,"清洁工具, 消杀工具, 执法设备",,1095520600000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:34,admin,2025-03-03 13:32:36,0,0,
448,470,10a5520600700003,cost,成本,,,1095520600000007,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:35,system_user,2025-03-03 13:32:36,0,0,
449,471,10a5520600800006,evaluation_result,评估结果,"效率低, 质量高, 服务好, 效率高, 质量高, 服务差",,1095520600000007,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:35,qidekang,2025-03-03 13:32:36,1,0,
450,472,10a5520600900009,frequency,维护频次,"一天一次, 每周一次",,1095520600000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:36,admin,2025-03-03 13:32:36,0,0,
451,473,10a5530100200000,duration,参与时长,,,1095530100000006,0,0,0,2,0,,,,,test_user,2023-04-17 11:19:36,guochengjie,2025-03-03 13:32:36,0,0,
452,474,10a5530100300003,responsibility,角色职责,"执行, 赞助",,1095530100000006,0,0,0,4,0,,,,,test_user,2023-04-17 11:19:37,guochengjie,2025-06-17 16:54:59,1,0,
453,475,10a5530100400006,motivation,参与原因,,,1095530100000006,0,0,0,5,0,,,,,test_user,2023-04-17 11:19:37,guochengjie,2025-03-03 13:32:36,0,0,
454,476,10a5530100500009,purpose,目的,,,1095530100000006,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:38,admin,2025-03-03 13:32:36,1,0,
455,477,10a553010060000c,behavior,参与方式,"发布公告, 现场指导, 进度推进, 集成总包",,1095530100000006,0,0,0,6,0,,,,,test_user,2023-04-17 11:19:39,guochengjie,2025-03-03 13:32:36,0,0,
456,478,10a5530100700002,degree_of_influence,影响程度,"高, 中, 低",,1095530100000006,0,0,0,7,0,,,,,system_user,2023-04-17 11:19:39,guochengjie,2025-03-03 13:32:36,0,0,
457,479,10a5530200200003,type,影响类型,"经济影响, 社会影响",,1095530200000009,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:40,admin,2025-03-03 13:32:36,0,0,
458,480,10a5530200300006,duration,持续时长,,,1095530200000009,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:40,admin,2025-03-03 13:32:36,0,0,
459,481,10a5530200400009,end_time,消除影响时间,,,1095530200000009,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:41,admin,2025-03-03 13:32:36,1,0,
460,482,10a553020050000c,result,结果,"扩大规模, 变更名称, 财产损失",,1095530200000009,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:41,system_user,2025-03-03 13:32:36,0,0,
461,483,10a5530200600002,degree,影响程度,"高, 中, 低",,1095530200000009,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:42,admin,2025-03-03 13:32:36,0,0,
462,484,10a5530300200006,duration,耗费时长,,,109553030000000c,0,0,0,2,0,,,,,test_user,2023-04-17 11:19:42,guochengjie,2025-03-03 13:32:36,0,0,
463,485,10a5530300300009,end_time,处置完成时间,,,109553030000000c,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:43,admin,2025-03-03 13:32:36,1,0,
464,486,10a553030040000c,process,处置流程,,,109553030000000c,0,0,0,4,0,,,,,test_user,2023-04-17 11:19:44,guochengjie,2025-03-03 13:32:36,1,0,
465,487,10a5530300500002,result,处置结果,"罚款, 奖励",,109553030000000c,0,0,0,5,0,,,,,test_user,2023-04-17 11:19:44,guochengjie,2025-03-03 13:32:36,0,0,
466,488,10a5530300600005,evaluation_result,结果评估,"合规处置, 违规处置",,109553030000000c,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:45,qidekang,2025-03-03 13:32:36,1,0,
467,489,10a5530300700008,state,当前状态,"举报, 移交, 下发, 办结",,109553030000000c,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:45,guochengjie,2025-03-03 13:32:36,1,0,
468,490,10a553030080000b,mode,处置方式,"线上, 线下",,109553030000000c,0,0,0,6,0,,,,,test_user,2023-04-17 11:19:46,guochengjie,2025-03-03 13:32:36,0,0,
469,491,10a5530300900001,tool,使用工具,"网络舆情, 信息化系统",,109553030000000c,0,0,0,7,1,109554070000000c,"1096540710007007
",,1065040000300008,test_user,2023-04-17 11:19:46,guochengjie,2025-03-17 19:22:56,0,0,
470,492,10a5530400200009,type,监管类型,"合规, 安全",,1095530400000002,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:47,admin,2025-03-03 13:32:36,0,0,
471,493,10a553040030000c,duration,持续时长,,,1095530400000002,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:47,admin,2025-03-03 13:32:36,0,0,
472,494,10a5530400400002,responsibility,职责,,,1095530400000002,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:48,system_user,2025-03-03 13:32:36,0,0,
473,495,10a5530400500005,scope_of_authority,权限范畴,"使用权限, 操作规范, 状态监管, 质量把关",,1095530400000002,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:49,system_user,2025-03-03 13:32:36,0,0,
474,496,10a5530400600008,mode,监管方式,"远程监控, 定期抽检, 现场督办, 主动报送",,1095530400000002,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:49,admin,2025-03-03 13:32:36,0,0,
475,497,10a553040070000b,tool,使用工具,"测速仪, 摄像头, 移动app, 线上系统",,1095530400000002,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:50,admin,2025-03-03 13:32:36,0,0,
476,498,10a5530400800001,cost,成本,,,1095530400000002,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:50,system_user,2025-03-03 13:32:36,0,0,
477,499,10a5530400900004,evaluation,结果评估,"监管效率, 安全稳定",,1095530400000002,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:51,qidekang,2025-03-03 13:32:36,1,0,
478,500,10a5540100200001,duration,耗费时长,,,1095540100000007,0,0,0,2,0,,,,,test_user,2023-04-17 11:19:51,guochengjie,2025-03-03 13:32:36,0,0,
479,501,10a5540100300004,end_time,完工时间,,,1095540100000007,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:52,admin,2025-03-03 13:32:36,1,0,
480,502,10a5540100400007,automation_level,工艺水平,"手工, 半自动, 全自动",,1095540100000007,0,0,0,6,0,,,,,test_user,2023-04-17 11:19:52,guochengjie,2025-05-23 14:03:26,0,0,
481,503,10a554010050000a,tool,使用工具,"数字机床, 数字孪生设备, 电锯, 雕刻刀, 陶炉",,1095540100000007,0,0,0,7,0,,,,,test_user,2023-04-17 11:19:53,guochengjie,2025-03-03 13:32:36,0,0,
482,504,10a5540100600000,target_yield,目标产量,,,1095540100000007,0,0,0,8,0,,,,,system_user,2023-04-17 11:19:54,guochengjie,2025-03-03 13:32:36,0,0,
483,505,10a5540100700003,actual_output,实际产量,,,1095540100000007,0,0,0,9,0,,,,,system_user,2023-04-17 11:19:54,guochengjie,2025-03-03 13:32:36,0,0,
484,506,10a5540100800006,cost,成本,,,1095540100000007,0,0,0,10,0,,,,,system_user,2023-04-17 11:19:55,guochengjie,2025-03-03 13:32:36,0,0,
485,507,10a5540100900009,evaluation_result,评估结果,"效率低, 质量高, 效率高, 质量高",,1095540100000007,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:55,qidekang,2025-03-03 13:32:36,1,0,
486,508,10a5540200200004,duration,持有时长,,,109554020000000a,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:56,admin,2025-03-03 13:32:36,0,0,
487,509,10a5540200300007,end_time,出手时间,,,109554020000000a,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:56,admin,2025-03-03 13:32:36,0,0,
488,510,10a554020040000a,source,产权来源,"自身生产, 市场买入, 他人赠与, 奖励获取, 意外收获",,109554020000000a,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:57,admin,2025-03-03 13:32:36,0,0,
489,511,10a5540200500000,acquisition_cost,获取成本,,,109554020000000a,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:57,system_user,2025-03-03 13:32:36,0,0,
490,512,10a5540200600003,cost_of_ownership,持有成本,,,109554020000000a,0,0,0,999,0,,,,,test_user,2023-04-17 11:19:58,admin,2025-03-03 13:32:36,0,0,
491,513,10a5540200700006,use,用途,"原料, 生产设备, 办公设备, 医疗用品",,109554020000000a,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:59,system_user,2025-03-03 13:32:36,0,0,
492,514,10a5540200800009,evaluation_result,评估结果,"合法, 违法",,109554020000000a,0,0,0,999,0,,,,,system_user,2023-04-17 11:19:59,qidekang,2025-03-03 13:32:36,1,0,
493,515,10a5540300200007,time,时间,,,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:00,system_user,2025-04-08 15:54:15,1,0,
494,516,10a554030030000a,end_time,结束时间,,,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:00,system_user,2025-04-08 15:54:15,1,0,
495,517,10a5540300400000,price,价格,,,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:01,system_user,2025-04-08 15:54:15,1,0,
496,518,10a5540300500003,type,类型,"动产抵押, 股权出质",,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:01,system_user,2025-04-08 15:54:15,1,0,
497,519,10a5540300600006,motivation,动因,"变现需求, 福利捐赠, 闲置处理",,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:02,system_user,2025-04-08 15:54:15,1,0,
498,520,10a5540300700009,evaluation_result,评估结果,"合法, 违法",,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:03,system_user,2025-04-08 15:54:15,1,0,
499,521,10a554030080000c,result,结果,"金钱, 荣誉",,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:03,system_user,2025-04-08 15:54:15,1,0,
500,522,10a5540300900002,mode,方式,"拍卖, 招标, 挂牌",,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:04,system_user,2025-04-08 15:54:15,1,0,
501,523,10a5540300a00005,type_of_right,权利类型,"使用权, 拥有权,",,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:04,system_user,2025-04-08 15:54:15,1,0,
502,524,10a5540300b00008,process,进程,"合同签订中, 权属登记中, 租赁中, 租约到期",,1095540300000000,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:05,system_user,2025-04-08 15:54:15,1,0,
503,525,10a554040020000a,duration,持续时长,,,1095540400000003,0,0,0,999,0,,,,,test_user,2023-04-17 11:20:05,admin,2025-03-03 13:32:36,0,0,
504,526,10a5540400300000,end_time,结束时间,,,1095540400000003,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:06,admin,2025-03-03 13:32:36,1,0,
505,527,10a5540400400003,type,管理类型,"直接管理, 间接管理",,1095540400000003,0,0,0,999,0,,,,,test_user,2023-04-17 11:20:06,admin,2025-03-03 13:32:36,0,0,
506,528,10a5540400500006,authority,权限范畴,"使用权限, 操作规范, 状态监管, 质量把关",,1095540400000003,0,0,0,999,0,,,,,test_user,2023-04-17 11:20:07,admin,2025-03-03 13:32:36,0,0,
507,529,10a5540400600009,mode,管理方式,"远程监控, 定期抽检, 现场督办, 主动报送",,1095540400000003,0,0,0,999,0,,,,,test_user,2023-04-17 11:20:07,admin,2025-03-03 13:32:36,0,0,
508,530,10a554040070000c,tool,依据条例,依据条例,,1095540400000003,0,0,0,999,0,,,,,test_user,2023-04-17 11:20:08,baishumeng,2025-06-16 14:41:00,0,0,
509,531,10a5540400800002,cost,成本,,,1095540400000003,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:09,system_user,2025-03-03 13:32:36,0,0,
510,532,10a5540400900005,evaluation_result,评估结果,"管理效率高, 效果好, 管理效率低, 效果差",,1095540400000003,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:09,qidekang,2025-03-03 13:32:36,1,0,
511,535,10a5540500200000,duration,耗费时长,,,1095540500000006,0,0,0,999,0,,,,,test_user,2023-04-17 11:20:11,admin,2025-03-03 13:32:36,0,0,
512,536,10a5540500300003,end_time,结束时间,,,1095540500000006,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:11,admin,2025-03-03 13:32:36,1,0,
513,537,10a5540500400006,type,维护类型,维护，维修，更换；保养维护，燃料补充,,1095540500000006,0,0,0,999,0,,,,,test_user,2023-04-17 11:20:12,admin,2025-03-03 13:32:36,0,0,
514,538,10a5540500500009,range,维护范围,"外观保养, 零件更换, 电路维修",,1095540500000006,0,0,0,999,0,,,,,test_user,2023-04-17 11:20:13,admin,2025-03-03 13:32:36,0,0,
515,539,10a554050060000c,role,角色,"厂家, 第三方, 所有方",,1095540500000006,0,0,0,999,0,,,,,system_user,2023-04-17 11:20:13,system_user,2025-06-17 16:54:59,1,0,
