"id","tag_code","tag_name","parent_tag_code","type","description","visible","serial_number","create_user","create_time","modify_user","modify_time","del_stat","version_no"
"1714","1011","生态环境","0","parentNode",,NULL,"10","system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1715","1000177","生态环境制度建立","1011","terminalNode","负责建立健全本市生态环境基本制度。贯彻落实国家关于生态环境方面的法律法规、规章和政策。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1716","1000178","生态环境政策规划","1011","terminalNode","起草本市相关地方性法规草案、政府规章草案，会同有关部门拟订生态环境政策、规划并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1717","1000179","污染物排放标准制定","1011","terminalNode","组织拟订地方污染物排放标准和生态环境质量标准，制定生态环境技术规范。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1718","1000180","重大生态问题协调","1011","terminalNode","负责本市重大生态环境问题的统筹协调和监督管理，参与突发生态环境事件的应急处置和预警工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1719","1000181","污染减排监督管理","1011","terminalNode","负责监督管理本市污染减排目标的落实，组织制定主要污染物排放总量控制计划并监督实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1720","1000182","污染防治监督","1011","terminalNode","负责本市环境污染防治的监督管理，制定并监督实施污染防治管理制度。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1721","1000183","生态保护修复","1011","terminalNode","指导协调和监督本市生态保护修复工作，监督自然资源开发利用活动的生态环境影响。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1722","1000184","生物多样性保护","1011","terminalNode","监督野生动植物保护、湿地生态环境保护，协调生物多样性保护工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1723","1000185","辐射安全管理","1011","terminalNode","负责本市辐射安全的监督管理，拟订辐射安全政策、标准，参与核事故应急处理。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1724","1000186","生态环境准入管理","1011","terminalNode","负责本市生态环境准入的监督管理，对重大政策和开发计划进行环境影响评价。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1725","1000187","环境监测与信息发布","1011","terminalNode","负责本市生态环境监测和信息发布工作，组织建设和管理生态环境监测网。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1726","1000188","气候变化应对","1011","terminalNode","开展本市应对气候变化工作，负责综合协调和组织落实清洁发展机制等工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1727","1000189","生态环境保护督察","1011","terminalNode","组织开展本市生态环境保护督察工作，建立健全生态环境保护督察制度。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1728","1000190","生态环境宣传教育","1011","terminalNode","组织指导和协调本市生态环境保护宣传教育工作，推动公众参与生态环境保护。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1729","1000191","科技合作交流","1011","terminalNode","开展本市生态环境科技和国际合作交流工作，推动科研成果和技术应用。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1730","1000192","监督执法","1011","terminalNode","负责组织开展生态环境监督执法。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1731","1000193","区域生态环境监督","1011","terminalNode","负责指导、监督检查各区生态环境工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1732","1000194","水污染防治协调","1011","terminalNode","负责本市水污染防治的监督管理，统筹协调流域水环境保护工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1733","1012","住建","0","parentNode",,NULL,"11","system_user","2024-11-11 14:40:06","xiexinyu","2024-11-12 07:53:59","0","0"
"1734","1000195","法律法规贯彻落实","1012","terminalNode","贯彻落实国家关于住房和城乡建设方面的法律法规、规章和政策，研究起草本市相关地方性法规草案、政府规章草案并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1735","1000196","住房保障管理","1012","terminalNode","负责保障本市城镇低收入家庭住房工作。建立和完善住房保障管理制度。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1736","1000197","住房规划制定","1012","terminalNode","研究拟订住房保障、古迹风貌保护和危旧房改造的中长期规划、年度计划和政策并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1737","1000198","棚户区改造政策","1012","terminalNode","研究制定棚户区改造政策。负责保障性住房的建设和房源分配的协调、管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1738","1000199","住房制度改革","1012","terminalNode","负责推进本市住房制度改革工作。研究拟订住房制度改革相关政策。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1739","1000200","工程建设管理","1012","terminalNode","负责本市工程建设管理工作，重点工程项目建设的协调、监管以及征收拆迁的协调工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1740","1000201","建筑市场监督管理","1012","terminalNode","负责本市建筑市场监督管理、规范市场秩序、推动建筑行业发展工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1741","1000202","建设工程质量监管","1012","terminalNode","负责本市建设工程质量和施工安全监管工作，制定建设工程质量和安全生产的规章制度并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1742","1000203","村镇建筑工程管理","1012","terminalNode","负责指导本市村镇建筑工程建设工作，组织指导农村危房改造、抗震节能农宅建设工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1743","1000204","建筑节能推广","1012","terminalNode","负责促进本市建筑节能和行业科技发展工作，推进住房和城乡建设科技进步和成果转化。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1744","1000205","房地产市场监督管理","1012","terminalNode","负责本市房地产市场监督管理、规范市场秩序、促进房地产业发展工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1745","1000206","房屋管理","1012","terminalNode","负责本市房屋管理工作，研究制定房屋征收拆迁规划与年度计划，负责物业服务的监督管理。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1746","1000207","人才建设规划","1012","terminalNode","组织制定本市住房和城乡建设领域人才建设规划并指导实施，负责建筑业与房地产业各类人员职业资格管理及执业注册管理。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1747","1000208","租购并举体系完善","1012","terminalNode","市住房城乡建设委应当进一步强化住房保障职能，加快完善租购并举的住房保障体系。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1748","1000209","交通基础设施职责分工","1012","terminalNode","负责城市道路、交通枢纽场站建筑工程的施工许可、工程竣工验收备案、质量安全监督等工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1749","1013","城市管理","0","parentNode",,NULL,"12","system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1750","1000210","政策执行","1013","terminalNode","贯彻执行党中央、国务院及市委、市政府关于环境建设和城市管理的重要决定。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1751","1000211","规划审议","1013","terminalNode","研究审议城市环境建设、城市管理的规划、计划、总体方案和重大政策措施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1752","1000212","环境建设统筹协调","1013","terminalNode","统筹协调城市环境建设、城市管理方面的重大事项，统筹衔接相关规划、建设、管理、执法流程。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1753","1000213","中央单位环境建设协调","1013","terminalNode","统筹协调本市与中央单位、部队的环境建设工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1754","1000214","监督考核制度建立","1013","terminalNode","建立完善城市环境建设、城市管理的监督、考核制度体系和共治共管、共建共享的协调协同机制。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1755","1000215","落实检查考核","1013","terminalNode","督促、检查、考核城市环境建设、城市管理工作落实情况，协调解决遇到的重大问题。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1756","1014","交通","0","parentNode",,NULL,"13","system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1757","1000216","交通法律法规落实","1014","terminalNode","贯彻落实国家关于交通运输方面的法律法规、规章和政策，起草本市相关地方性法规草案、政府规章草案和政策措施，并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1758","1000217","交通运输战略规划","1014","terminalNode","拟订交通运输发展战略，对交通运输行业改革与发展中的重大问题进行调查研究，并提出对策建议。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1759","1000218","交通基础设施规划","1014","terminalNode","组织编制本市交通基础设施建设和交通运输行业的中长期发展规划。参与编制综合交通规划、交通专项规划等工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1760","1000219","大型城建项目交通评价","1014","terminalNode","负责大型城建项目交通影响评价的审核，市管道路建设项目规划设计方案中交通内容的审查。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1761","1000220","交通设施年度计划","1014","terminalNode","编制市级交通基础设施建设项目前期工作建议计划和年度建设建议计划，并监督管理。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1762","1000221","区域交通一体化","1014","terminalNode","负责推进区域交通一体化协同发展，组织重点交通运输服务保障方案并监督实施。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1763","1000222","交通基础设施监督管理","1014","terminalNode","负责本市交通基础设施的监督管理，公路建设市场和道路、水路运输市场监督管理。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1764","1000223","交通运输安全管理","1014","terminalNode","负责本市交通基础设施和交通运输行业安全生产的监督管理，应急方面的组织协调。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1765","1000224","交通综合治理","1014","terminalNode","组织协调本市交通综合治理工作，统筹停车管理和互联网租赁自行车行业管理。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1766","1000225","海事工作管理","1014","terminalNode","负责本市地方海事工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1767","1000226","智能交通发展","1014","terminalNode","制定本市交通运输科技和智能交通发展规划，推动智能交通系统建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1768","1000227","交通宣传教育","1014","terminalNode","负责本市交通运输行业的宣传教育工作，组织交通运输行业精神文明建设。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1769","1000228","交通运输综合执法","1014","terminalNode","指导本市交通运输综合执法工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1770","1000229","各区交通协调","1014","terminalNode","指导、协调和监督各区的交通运输工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1771","1000230","国防动员交通战备","1014","terminalNode","承担国防动员委员会交通战备办公室工作。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1772","1000231","综合交通体系建设","1014","terminalNode","推进综合交通体系建设，促进交通与城市协调发展，加快形成安全、便捷、高效、绿色、经济的综合交通体系。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1773","1000232","区域交通一体化推进","1014","terminalNode","推进区域交通一体化。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1774","1000233","城市交通管理优化","1014","terminalNode","标本兼治做好城市交通管理，构建步行和自行车网络体系，推广大数据等新技术。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1775","1015","水务","0","parentNode",,NULL,"14","system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1776","1000234","水资源开发利用","1015","terminalNode","负责保障本市水资源的合理开发利用。贯彻落实国家关于水务工作的法律法规、规章、政策和战略规划。",NULL,NULL,"system_user","2024-11-11 14:40:06","xiexinyu","2024-11-11 14:40:06","0","0"
"1777","1000235","水资源保护","1015","terminalNode","组织开展本市水资源保护工作。指导饮用水水源保护有关工作，组织开展地下水开发利用和地下水资源管理保护以及地下水超采区综合治理。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1778","1000236","水文工作管理","1015","terminalNode","负责本市水文工作，实施水文水资源监测、水文站网建设和管理，对地表水和地下水实施监测。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1779","1000237","水资源调度","1015","terminalNode","负责本市生活、生产经营和生态环境用水的统筹和保障，组织实施最严格水资源管理制度。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1780","1000238","水务工程建设","1015","terminalNode","按规定制定本市水务工程建设有关制度并组织实施，承担水务领域固定资产投资项目的组织实施和监督管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1781","1000239","供水排水管理","1015","terminalNode","负责本市供水、排水行业的监督管理，组织实施排水许可制度。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1782","1000240","节约用水","1015","terminalNode","负责本市节约用水工作，拟订节约用水政策并监督实施，推动节水型社会建设工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1783","1000241","海绵城市建设","1015","terminalNode","组织开展本市海绵城市建设工作，制定海绵城市建设相关技术标准，统筹推进海绵城市建设。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1784","1000242","水务工程监督","1015","terminalNode","指导监督本市水务工程建设与运行管理，监督水利工程建设的安全和质量。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1785","1000243","水利设施管理","1015","terminalNode","指导本市水利设施、水域及其岸线的管理、保护与综合利用。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1786","1000244","水土保持和水生态保护","1015","terminalNode","负责本市水土保持和水生态保护修复工作，拟订相关规划并监督实施。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1787","1000245","河长制","1015","terminalNode","负责本市河长制工作，拟订推进河长制工作的政策建议和工作任务，组织开展督查、考核。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1788","1000246","水库移民政策实施","1015","terminalNode","指导监督本市水库移民后期扶持政策的实施，协调推进水务区域合作、对口支援与协作工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1789","1000247","水事执法","1015","terminalNode","负责本市重大涉水违法事件的查处，协调和仲裁跨区水事纠纷，指导水政监察和水行政执法。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1790","1000248","水务安全生产","1015","terminalNode","依法依规负责本市水务行业安全生产和水务工程的安全监管工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1791","1000249","水务科技与信息化","1015","terminalNode","负责开展本市水务科技和信息化工作，拟订水务行业的技术标准，组织重大水务科技项目的研发。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1792","1000250","防洪抗旱","1015","terminalNode","负责落实本市综合防灾减灾规划，组织编制洪水干旱灾害防治规划和防护标准并指导实施。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1793","1000251","水资源综合管理","1015","terminalNode","负责水资源的统一配置调度和监督管理，组织实施取水许可和水影响评价。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1794","1000252","水务资金管理","1015","terminalNode","负责提出水务领域固定资产投资规模、方向、项目安排建议，承担水务领域固定资产投资项目的组织实施和监督管理工作。参与水务资金的使用管理。配合有关部门提出有关水务方面的经济调节政策、措施。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1795","1000253","农民安全饮水","1015","terminalNode","指导农民安全饮水工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1796","1000254","河湖治理与保护","1015","terminalNode","指导河湖治理和保护，指导河湖水生态保护与修复、河湖水系连通工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1797","1000255","湿地保护","1015","terminalNode","依法承担水库、湖泊、河流等管理范围内湿地保护管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1798","1000256","水务国际合作","1015","terminalNode","组织开展水务国际合作与交流。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1799","1000257","洪水抗旱应急预案","1015","terminalNode","组织编制防御洪水抗御旱灾调度及应急水量调度方案并组织实施，承担防御洪水和城市内涝应急抢险的技术支撑工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1800","1000258","水污染防治协调","1015","terminalNode","与市生态环境局建立水污染防治协调机制，加强工作衔接，形成监管合力。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1801","1000259","灾害应急管理","1015","terminalNode","与市应急局建立健全自然灾害防救的应急救援、信息共享和监测预警机制，形成防救合力。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1802","1000260","水资源合理利用","1015","terminalNode","市水务局应切实加强水资源合理利用、优化配置和节约保护，严格控制用水总量，提高用水效率。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1803","1000261","地下水保护管理","1015","terminalNode","加强地下水开发利用、管理保护，维护河湖健康美丽。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1804","1000262","水环境治理","1015","terminalNode","加强本市河湖水系水环境治理和水生态修复，落实城市修补和生态修复要求。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1805","1000263","城乡供排水保障","1015","terminalNode","完善城乡供排水服务保障体系，加强海绵城市建设。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1806","1000264","可持续用水保障","1015","terminalNode","保障合理用水需求和水资源的可持续利用，为经济社会发展提供水安全保障。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1807","1000265","水资源保护规划分工","1015","terminalNode","市水务局负责制定水资源保护规划，依法指导监督饮用水水源保护和水生态保护工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1808","1000266","地下水保护与监测","1015","terminalNode","组织开展地下水资源保护、水土流失防治和水生态修复，组织实施地下水监测工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1809","1000267","污水处理与再生","1015","terminalNode","组织建设城乡污水处理和再生水设施，推进城镇雨污分流工程建设，完善污水收集系统。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1810","1000268","排水设施管理","1015","terminalNode","依法加强对城镇排水与污水处理设施运营情况的监督管理和绩效考核。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1811","1000269","水污染防治协调机制","1015","terminalNode","建立健全水污染防治协调机制，加强市水务局与市生态环境局的工作衔接，形成监管合力。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1812","1000270","洪水干旱防治规划","1015","terminalNode","负责落实综合防灾减灾规划，组织编制洪水干旱灾害和城市内涝防治规划、防护标准并指导实施。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1813","1000271","水情旱情监测预警","1015","terminalNode","承担水情旱情监测预警工作，编制防御洪水抗旱调度方案并组织实施。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1814","1000272","自然灾害应急协调","1015","terminalNode","市应急局负责组织编制综合防灾减灾规划，指导协调相关部门水旱灾害防治工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1815","1000273","应急救援机制","1015","terminalNode","市水务局与市应急局要建立健全自然灾害防救的应急救援、信息共享和监测预警机制，形成防救合力。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1816","1016","农村农业","0","parentNode",,NULL,"15","system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1817","1000274","农业法规政策执行","1016","terminalNode","贯彻执行国家关于“三农”工作的发展战略、中长期规划、重大政策及有关法律法规规章。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1818","1000275","农业农村法规起草","1016","terminalNode","组织起草本市农业农村有关地方性法规草案、政府规章草案，组织制定相关政策并协调实施。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1819","1000276","农村社会事业发展","1016","terminalNode","统筹推动发展本市农村社会事业、农村公共服务、农村文化、农村基础设施。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1820","1000277","农村人居环境改善","1016","terminalNode","牵头组织改善农村人居环境相关工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1821","1000278","村镇建设规划","1016","terminalNode","参与编制、修订村镇建设规划，协调推进村镇建设。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1822","1000279","农村合作经济管理","1016","terminalNode","负责指导本市农村合作经济经营管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1823","1000280","农民承包地管理","1016","terminalNode","负责农民承包地、农村宅基地改革并指导相关管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1824","1000281","集体产权制度改革","1016","terminalNode","负责农村集体产权制度改革，指导农村集体经济组织发展和集体资产管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1825","1000282","农产品产业发展","1016","terminalNode","指导本市乡村特色产业、农产品加工业和休闲农业发展工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1826","1000283","农业现代化体系构建","1016","terminalNode","组织构建本市现代农业产业体系、生产体系、经营体系。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1827","1000284","农产品质量安全监管","1016","terminalNode","负责本市食用农产品从种植养殖环节到进入批发、零售市场或者生产加工企业前质量安全监督管理。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1828","1000285","农业资源保护","1016","terminalNode","指导本市基本农田、渔业水域以及农业生物物种资源保护与管理工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1829","1000286","农业投入品管理","1016","terminalNode","负责本市有关农业生产资料和农业投入品的监督管理。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1830","1000287","农业防灾减灾","1016","terminalNode","负责本市农业防灾减灾、农作物重大病虫害防治工作。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1831","1000288","农业投资管理","1016","terminalNode","负责本市农业投资管理，提出农业投融资体制机制改革建议。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1832","1000289","农业科技创新","1016","terminalNode","推动本市农业科技体制改革和农业科技创新体系建设。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1833","1000290","山区发展规划","1016","terminalNode","研究拟订本市山区发展规划和年度指导性计划。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1834","1000291","乡村振兴战略实施","1016","terminalNode","统筹实施乡村振兴战略，深化农业供给侧结构性改革。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1835","1000292","农产品质量安全管理分工","1016","terminalNode","市农业农村局负责食用农产品从种植养殖环节到进入批发、零售市场或者生产加工企业前的质量安全监督管理。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1836","1000293","简政放权","1016","terminalNode","深入推进简政放权，加强对行业内交叉重复以及性质相同、用途相近的农业投资项目的统筹整合，最大限度缩小项目审批范围，进一步下放审批权限，加强事中事后监管。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
"1837","1000294","支农政策效益提升","1016","terminalNode","切实提升国家和本市支农政策效果和资金使用效益。",NULL,NULL,"system_user","2024-11-11 14:40:07","xiexinyu","2024-11-11 14:40:07","0","0"
